Company,Sector,Stage,Amount,Location,About,Funding Year
True Elements,Dietary Supplements,Early Stage,730000.0,Pune,True elements offers a range of highquality snacks and supplements that are inspired by natural foods consumed by our ancestors,2018
Trendlyne Technologies,Financial Services,Early Stage,200000.0,Bengaluru,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors,2018
Planys Technologies,Manufacturing,Mid Stage,2046920.0,Chennai,Planys Technologies is Indias first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions,2018
Healthplix,Fitness,Mid Stage,3000000.0,Bengaluru,HealthPlix is a healthtech startup,2018
Dish,,Early Stage,400000.0,Bengaluru,dishq leverages food science and machine learning AI to understand and predict peoples tastes,2018
Entropik Technology,Artificial Intelligence,Early Stage,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast,2018
Myhq,Collaboration,Mid Stage,500000.0,New Delhi,myHQ turns your everyday coffee space into a perfect work zone Get an amazing work environment without paying any rent,2018
Trell,,Early Stage,1250000.0,Bengaluru,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you,2018
Kidovators (By Gyanlab),Big Data,Early Stage,180000.0,Bengaluru,Building future human capital through 21st Century Skills programs for K12,2018
Log 9 Materials,Nanotechnology,Early Stage,438000.0,Uttar Pradesh,Log 9 Materials is a nanomaterials manufacturing and RnD startup,2018
Vtion,Analytics,Early Stage,280320.0,Gurugram,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem,2018
Housingman,,Early Stage,1503800.0,Bengaluru,New Apartments Flats for Sale in Bangalore,2018
Steradian Semiconductors,,Early Stage,1300000.0,Bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar,2018
Rupeecircle,Financial Services,Early Stage,584000.0,Mumbai,RupeeCircle is a new age finance company,2018
Wooden Street,E-Commerce,Mid Stage,1000000.0,Jaipur,Woodenstreetcom ensures to fulfill customers unique furniture requirements by crafting oneofakind furniture pieces,2018
The Ken,Digital Media,Mid Stage,1500000.0,Bengaluru,The Ken is Indias first subscriptionsonly business news site,2018
Saffronstays,,Early Stage,2000000.0,Mumbai,SaffronStays connects travellers to Indias Incredible hosts,2018
Vebbler,File Sharing,Early Stage,1300000.0,Bengaluru,A personal network for close people,2018
Foyr,Home Decor,Mid Stage,4200000.0,Pune,Foyrcom is Indias first online automated interior designer,2018
Mengage,Health Care,Early Stage,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms,2018
Inner Being Wellness,,Other Stages,511000.0,Hyderabad,Inner Being Wellness manufactures beauty wellness and nutrition products,2018
Kobster,E-Commerce,Early Stage,1300000.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an endtoend solution for their procuretopay cycle,2018
Wishberry,Crowdfunding,Mid Stage,1460000.0,Mumbai,Wishberry is a rewardsbased crowdfunding platform that enables users to raise funds for their creative and innovative ideas,2018
Mcxtra,Finance,Early Stage,1300000.0,Andheri,McXtra is a digital insurance broking startup,2018
Magic Crate,Children,Early Stage,1300000.0,Bengaluru,Magic Crate is a theme based stimulating fun and learning activity box for 48 year olds that is mailed to your doorstep every month,2018
Smartvizx,Software,Early Stage,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018
Myseodoc,,Early Stage,1300000.0,New Delhi,SEO PPC Search Engine Marketing Social Media Optimization Content Marketing Brand Reputation Management,2018
Enlyft Digital Solutions,,Early Stage,2920.0,Pune,Digital Marketing Agency,2018
Scale Labs,,Early Stage,1000000.0,New Delhi,Scale Labs is a cross border ecommerce solutions provider that drives global trade for brands,2018
Hungerbox,B2B,Mid Stage,4500000.0,Bengaluru,HungerBox is a full stack B2B FB technology company delivering food solutions for the corporates in India,2018
Biryani By Kilo,Catering,Early Stage,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients,2018
Wholesome Habits (Eat Anytime),Food And Beverage,Early Stage,500000.0,Mumbai,Wholesome Habits EAT Anytime is a healthy snacks Company,2018
Gobumpr,Automotive,Early Stage,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018
Fixpocket,Computer,Early Stage,250000.0,Ahmedabad,Fixpocket is a internetbased startup,2018
Edureka!,Android,Mid Stage,2000000.0,Bengaluru,Edureka is the fastest growing online learning platform that offers live instructorled courses for professionals from various industries,2018
Hashtag Loyalty Private Limited,Analytics,Early Stage,1300000.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses,2018
Wow Express,Delivery,Mid Stage,4500000.0,Mumbai,WOW as customers react to his studiously taught trained polite and courteous nature,2018
Zunroof,Environmental Consulting,Other Stages,242360.0,Gurugram,ZunRoof is a rooftop focused solar startup,2018
Eggoz,Food And Beverage,Other Stages,175200.0,Indore,Eggoz is a fullstack layer poultry business operator  service provider ,2018
Sqrrl Fintech,Big Data,Early Stage,1000000.0,Gurugram,Personal Finance,2018
Galaxycard,Finance,Early Stage,1300000.0,Noida,GalaxyCard is a mobile based Instant credit card,2018
Indiqube,Commercial Real Estate,Mid Stage,15000000.0,Bengaluru,IndiQube is a provider of coworking spaces based in Bengaluru,2018
Egk Foods,Food And Beverage,Early Stage,292000.0,Mumbai,A food processing enterprise registered with StartUp India ,2018
Nirogstreet,Apps,Early Stage,300000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation,2018
Pixr8,Digital Media,Early Stage,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Startups and business organisations for promoting entrepreneurship work,2018
Nivesh.Com,Finance,Early Stage,438000.0,Noida,Niveshcom is a mass market mutual funds investment platform,2018
Theranosis Life Sciences,Biotechnology,Early Stage,1300000.0,Hyderabad,A fully functioning cell culture facility and molecular biology setup,2018
Poshmiles Online Solutions Private Limited,Travel,Early Stage,1300000.0,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget  interest,2018
Reculta,Education,Early Stage,1300000.0,Noida,A campus recruitment solution provider,2018
Orbo.Ai,Internet,Early Stage,1300000.0,Mumbai,Orbo is a computer vision and deep facial technology company,2018
Inntot Technologies,Consumer Electronics,Early Stage,1300000.0,Kochi,Inntot Technologies is a technology driven company,2018
Zoctr Health,Apps,Early Stage,1300000.0,Powai,Zoctr Health Network is a firstofits kind panIndia Home  Telehealth Company,2018
Hey Deedee,Delivery Service,Early Stage,481800.0,Mumbai,Hey Deedee is a Mumbaibased company that provides solutions to parcel delivery problems,2018
Digiconnectt Technologys,Information Services,Early Stage,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness ,2018
Locus.Sh,Big Data,Mid Stage,4000000.0,Bengaluru,Locus is an intelligent logistics automation platform,2018
Sports Flashes Pvt. Ltd,Basketball,Early Stage,1000000.0,New Delhi,Sports Flashes operates a sports content app that provides sports news live scores fantasy gaming expert views trivia and more,2018
Inc42,Media And Entertainment,Early Stage,1300000.0,New Delhi,Inc42 is one of the leading tech media publications of India,2018
Picxy,Internet,Early Stage,130000.0,Guntur,A stock photo startup based in Amravati Andhra Pradesh,2018
Huddle,Consulting,Early Stage,300000.0,Haryana,A coworking incubator Company,2018
Benepik,Human Resources,Early Stage,1300000.0,Gurugram,HR Technology startup,2018
Cash Suvidha,Finance,Early Stage,1000000.0,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India,2018
Smartcoin,Big Data,Early Stage,2000000.0,Bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018
Carmel Organics,Agriculture,Mid Stage,1300000.0,Indore,Carmel Organics is an Indiabased herb company engaged in sourcing processing and distributing herbal tea ingredients,2018
Roadcast,,Other Stages,250000.0,New Delhi,Transforming the way businesses deliver Workforce  fleet mobility tools,2018
Printline Media(Theprint),Digital Media,Early Stage,509540.0,New Delhi,A digital news platform,2018
Creditas Solutions,Financial Services,Early Stage,1300000.0,Gurugram,Creditas was setup in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers,2018
Urbanpiper,Software,Early Stage,1300000.0,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence,2018
Doxper,Health Care,Early Stage,1051200.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018
I2Ifunding,Crowdfunding,Other Stages,730000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments,2018
Shakedeal,B2B,Early Stage,1300000.0,Bengaluru,Home of B2B Commerce,2018
Helloverify,Fraud Detection,Early Stage,1300000.0,Noida,HelloVerify is an online background check platform,2018
Fasal,Agriculture,Early Stage,120000.0,Bengaluru,Climate Smart Precision Agriculture Platform,2018
Coingeto,Cryptocurrency,Early Stage,1752000.0,New Delhi,CoinGeto is one of Indias most advanced digital assets exchange,2018
Avail Finance,Finance,Mid Stage,17200000.0,Bengaluru,Avail is a mobilefirst platform aiming to financially include the urban mass of India,2018
Tripeur,Information Technology,Early Stage,600000.0,Bengaluru,Radical Travel Automation  Cloud Based Corporate Travel  Expense Management Software,2018
Wedeterna,Wedding,Other Stages,1300000.0,Bengaluru,Wedeterna is a newage personalised and fresh approach to arranged marriages DIY matrimonial community with only self created profiles,2018
Stumagz,Digital Media,Early Stage,1300000.0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult,2018
Doubtnut,E-Learning,Early Stage,511000.0,Gurugram,Gurgaon based Elearning platform,2018
Mcaffeine,Consumer Goods,Early Stage,467200.0,Mumbai,MCaffeine is Indias First Caffeine Infuse Personal Care Brand Its an extension to the hyperactive lifestyle and individualistic identity,2018
Trustcheckr,Information Technology,Other Stages,100000.0,Bengaluru,A Bengalurubased fraud analytics solution provider ,2018
Healthassure,Fitness,Early Stage,1000000.0,Mumbai,HealthAssure provides access to Discounted  High Quality primary care medical network,2018
Picture Time,Digital Entertainment,Early Stage,3650000.0,New Delhi,Operator of lowcost mobile cinema theatres in rural areas,2018
1Crowd,Crowdsourcing,Other Stages,3500000.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian startups and early stage ventures,2018
Aarav Unmanned Systems,Delivery,Early Stage,1300000.0,Bengaluru,Professional Drones for Enterprise Applications,2018
Wellthy Therapeutics Pvt Ltd,Health Care,Early Stage,1971000.0,Mumbai,Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology and clinical outcomes,2018
Nua,Consumer Goods,Early Stage,1300000.0,Mumbai,Nua is an ecommerce and feminine care brand platform focused on creating women care products,2018
Kuvera.In,Financial Services,Other Stages,250000.0,Bengaluru,An online platform for mutual fund investments,2018
Livehealth,Health Care,Early Stage,1100000.0,Pune,Livehealth is an endtoend collaborative report management solution We help you get your medical reports instantly from various health,2018
Gramophone,Farming,Early Stage,1000000.0,Indore,An agricultural inputs startup Company,2018
Ora,Business Travel,Early Stage,1300000.0,Kolkata,Ora is an online marketplace of unique accommodations Awarded as among top 3000 startups in India by IIM Kolkata,2018
Buddy4Study.Com,Career Planning,Mid Stage,3000000.0,Noida,Buddy4Study is the best scholarship search engine for Indian students It also helps organizations to set up their own scholarship schemes,2018
Predible Health,Medical Device,Early Stage,1300000.0,Bengaluru,Healthcare devices for cancer detection,2018
Syncremedies Healthcare Pvt Ltd,Alternative Medicine,Early Stage,1300000.0,Bengaluru,Syncremedies is an Integrated Medicine service that brings together Allopathy Ayurveda and Homeopathy to treat chronic ailments,2018
Blueleaf Cyberspace Systems,Internet,Early Stage,1300000.0,Bengaluru,Bluleaf Cyberspace is Cloud Based Software Company,2018
Toffee Pvt Ltd,,Early Stage,1500000.0,Gurugram,Toffee is a bite size microevent  contextual insurtech startup which aims to dejargonise the insurance buying experience,2018
Oro Wealth,,Mid Stage,1600000.0,Mumbai,Online wealth management platform,2018
Healwell24,Dental,Early Stage,200000.0,Mumbai,HealWell24 is Indias emerging technologyempowered healthcare company aiming to bring worldclass quality healthcare services anywhere,2018
Acko General Insurance,Financial Services,Mid Stage,12000000.0,Mumbai,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers,2018
Arzooo.Com,Consumer Electronics,Early Stage,219000.0,Bengaluru,Ecommerce website promising the best price on any product a consumer buys anywhere on the internet,2018
Bonphul Air Products,Cleantech,Other Stages,292000.0,New Delhi,A clean tech product Company,2018
Dheeyantra Research Labs,Artificial Intelligence,Early Stage,1300000.0,Bengaluru,DheeYantra is building a cognitive conversational chatbot platform by name dheeai for vernacular languages,2018
Edyoo,Education,Early Stage,1000000.0,Bengaluru,Edyoocom is a technology platform that offers the most intuitive design flexibility and ease of use,2018
Chtrbox,Advertising,Other Stages,146000.0,Mumbai,Chtrbox connects social media influencers with brands ,2018
Aashiyaan Housing And Development Finance,Financial Services,Early Stage,1971000.0,Kolkata,Provide housing finance to those in the informal sector enabling the hither to unserved to own a home of their own,2018
Betterplace Safety Solutions Pvt. Ltd.,Human Resources,Mid Stage,3000000.0,Bengaluru,BetterPlace provides businesses with contractor workforce management including onboarding training and background checks,2018
Cashkumar,Consumer Lending,Early Stage,730000.0,Bengaluru,A P2P Lending Platform connecting millions of financially underserved  new to credit borrowers with investment savvy lenders in India,2018
Rocketium,Marketing,Early Stage,292000.0,Bengaluru,Easy video creation for social media,2018
Freightbazaar,Transportation,Early Stage,1300000.0,Hyderabad,FreightBazaarcom is an online platform that connects Truck suppliers with Truck users,2018
Open,Banking,Early Stage,1300000.0,Bengaluru,Open up to a new world of Banking,2018
Mfine,Health Care,Mid Stage,4200000.0,Bengaluru,Hospital  Health Care Start up,2018
Earth Food,Food And Beverage,Early Stage,934400.0,Pune,Earth Food is a healthy Food Start Up,2018
Charcoal Eats,Food Processing,Early Stage,730000.0,Mumbai,Charcoal Eats aims to bring Dominos style standardisation,2018
Wishfie,Apps,Early Stage,1300000.0,Bengaluru,A platform for people to express their opinions in form of short videos around any topic,2018
The Social Hook,Marketing,Early Stage,1300000.0,Bengaluru,Fast growing Influencer Marketing platform in India,2018
Freightbro,Apps,Early Stage,1300000.0,Mumbai,Software for the newage freight,2018
Finwego,,Early Stage,1300000.0,Chennai,Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,2018
Cricnwin,Digital Entertainment,Early Stage,1300000.0,Gurugram,Cricnwin is a Gurugram  based Fan Engagement Platform,2018
Wicked Ride Adventure Services Private Limited,Automotive,Health Care,10000000.0,Bengaluru,PeertoPeer motor vehicles sharing,2018
Career Anna,Commercial,Early Stage,584000.0,Bengaluru,Indias Go to Career Commerce Portal,2018
Eruditus Executive Education,Continuing Education,Mid Stage,40000000.0,Mumbai,Eruditus promoted by Alumni of INSEAD and other top business schools delivers high quality executive education programmes,2018
Gaia Smart Cities,Smart Cities,Early Stage,1300000.0,Mumbai,Gaia Smart Cities is an early leader in the rapidlyemerging Internet of Things IoT marketplace,2018
Square Off,Internet Of Things,Early Stage,1100000.0,Mumbai,Delivering Imagination,2018
Urbanclap,Apps,Late Stage,50000000.0,New Delhi,UrbanClap is Indias leading managed marketplace for home services,2018
Hospals,Medical,Early Stage,1500000.0,New Delhi,Hospals is a medical tourism company,2018
Kogta Financial India Limited,Financial Services,Mid Stage,22484000.0,Jaipur,Kogta Financial India Ltd is a retailfocused non banking financial company ,2018
Perspectico,Career Planning,Early Stage,1300000.0,New Delhi,An Education Management startup,2018
The Souled Store,Fashion,Automotive,3000000.0,Mumbai,The Souled Store bring to you awesome tshirts framed prints badges notebooks coasters,2018
Hush - Speak Up. Make Work Better,Communities,Early Stage,657000.0,Bengaluru,Enabling diversity of opinions in organizations,2018
Drivezy,Automotive,Other Stages,100000000.0,Bengaluru,Drivezy is Indias largest vehicle sharing platform which helps people turn their vehicles into earning members of their family,2018
Freyr Energy,Energy,Mid Stage,1500000.0,Hyderabad,Freyr Energy is a company that provides full service solar provider based in Hyderabad India,2018
Niramai Health Analytix,Health Care,Early Stage,6000000.0,Bengaluru,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix,2018
Cloudsek,Information Technology,Early Stage,2044000.0,Bengaluru,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats,2018
Lendbox,Crowdfunding,Early Stage,876000.0,New Delhi,Lendbox is Indias leading peertopeer lending online lending platform,2018
Verloop,Customer Service,Mid Stage,3000000.0,Bengaluru,Verloop is an automated customer support and engagement platform,2018
Flickstree,Advertising,Early Stage,1300000.0,Mumbai,Flickstree is a smart video content aggregator powered by Artificial Intelligence,2018
Paymatrix,Credit Cards,Early Stage,100000.0,Hyderabad,Indias Leading Property Rent management platform,2018
Idha Skin Clinic,Beauty,Early Stage,73000.0,Bengaluru,Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin,2018
Incred,Banking,Other Stages,41900000.0,Mumbai,InCred Finance is a mumbaibased nonbanking financial company,2018
Vedantu,Edtech,Mid Stage,11000000.0,Bengaluru,Vedantu provides personalized LIVE Online Tutoring Vedantu aims to democratize teaching by creating a marketplace of Teachers,2018
Sportido,Social Media,Early Stage,1300000.0,Noida,Sportido is a sports discovery app that helps you find people and places to play 700 sports around you,2018
Stelis Biopharma,Biopharma,Mid Stage,100000000.0,Bengaluru,Stelis Biopharma is a vertically integrated biopharmaceutical company,2018
Magicpin,E-Commerce,Mid Stage,20586000.0,Gurugram,Magicpin is a platform where users and merchants in a locality discover interact and transact,2018
Try & Buy,E-Commerce,Early Stage,1300000.0,New Delhi,Try  Buy,2018
Mech Mocha,Digital Entertainment,Mid Stage,3530000.0,Bengaluru,Mech Mocha is a mobile gaming startup based in Bangalore working towards Making India Play ,2018
Aye Finance,Finance,Other Stages,1051200.0,Gurugram,Aye Finance provides financial services to micro and small businesses in Northern India,2018
Aldopay,Mobile Payments,Early Stage,200000.0,Chennai,Mobile Wallet Focusing on hassle free checkout via Finger Print  OTP,2018
Detect Technologies,Artificial Intelligence,Mid Stage,3300000.0,Chennai,Completely automated remote control system,2018
Signzy,Computer,Mid Stage,3504000.0,Bengaluru,Signzy are creating building blocks for a Digital Trust system,2018
Cashrich,Apps,Early Stage,1000000.0,Mumbai,A Mumbaibased fintech startup,2018
Cloudnine Hospitals,Child Care,Other Stages,1300000.0,Bengaluru,Cloudnine is an Indian chain of women and child care hospitals,2018
Cropin Technologies,Agriculture,Mid Stage,8468000.0,Bengaluru,To discover develop and deliver innovative solution in Agtech Space,2018
Billdesk,Finance,Apps,1300000.0,Ahmedabad,BillDesk a property of IndiaIdeascom Ltd was conceived in early 2000 to solve the frustrations of most of us when it comes to paying,2018
Yaantra,Information Services,Other Stages,2000000.0,New Delhi,Yaantra Indias leading mobile phone repair refurbished  Unboxed centre In India,2018
Techbooze,Education,Early Stage,100000.0,New Delhi,Techbooze1 AN OPEN FORUM is an educational enterprise headquartered in India working across the country,2018
Healthifyme,Apps,Mid Stage,6000000.0,Bengaluru,HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones,2018
Hoi Foods,Food And Beverage,Early Stage,525600.0,Gurugram,Indias first hotel dedicated food brand which promises great in room dining experience in budget hotels,2018
Perpule,Apps,Mid Stage,4964000.0,Bengaluru,Perpule is a selfcheckout product for retail outlets to enhance the shopping experience of the customers,2018
Royal Sundaram General Insurance Co. Limited,Health Insurance,Other Stages,210000000.0,Kalpakkam,Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals families and businesses,2018
Cleansecar,Automotive,Other Stages,511000.0,Bengaluru,CleanseCar is a company provides Washing and Repair Services,2018
Driveu,Rental,Financial Services,1022000.0,Bengaluru,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,2018
Spinny,E-Commerce,Mid Stage,11000000.0,Gurugram,Used cars marketplace in India Ushering new era of transparency and convenience,2018
Asset Reconstruction Company (India) Ltd.,Financial Services,Other Stages,1300000.0,Mumbai,Asset Reconstruction Company India Ltd operates as a asset reconstruction company,2018
Med365 Healthcare,Health Diagnostics,Early Stage,730000.0,Jaipur,Wellness Specialised Testing Healthcare at Home,2018
Dunzo,Customer Service,Other Stages,1022000.0,Bengaluru,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you,2018
Mobile Premier League (Mpl),Gaming,Mid Stage,5000000.0,Bengaluru,Mobile Premier LeagueMPL is a skill based ESports platform where you can play your favourite mobile games and win real cash always,2018
Walmart India,Retail,Apps,37680000.0,Gurugram,WalMart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc,2018
Cred,,Early Stage,1300000.0,Bengaluru,Cred is a platform to celebrate and reward the most creditworthy people of India,2018
Meesho,E-Commerce,Mid Stage,50000000.0,Bengaluru,Meesho is an online reseller network of housewives and SMBs who sell products within their network on social channels,2018
Bhaskarguru,Search Engine,Early Stage,1000000.0,Bhopal,Bhaskargurucom is your local search Engine,2018
Gugu,Battery,Early Stage,250000.0,Coimbatore,Gugu designs  Sells all Electric Connected Twowheelers with Network of Open  Free Fast charging Stations across India,2018
Farmtaaza,Agriculture,Mid Stage,1300000.0,Bengaluru,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer,2018
Vizzbee,Artificial Intelligence,Other Stages,20000.0,Bhopal,Autonomous Drone Solutions for last mile delivery as well as search and rescue,2018
Bigphi Technologies Pvt. Ltd.,Fashion,Other Stages,900000.0,Bengaluru,BIGPHI technologies is the Indias first technologically advanced apparel and wearable company,2018
Mobycy,Fitness,Other Stages,1300000.0,Gurugram,Indias 1st Dockless Bicycle Sharing App,2018
Traveo Soft Pvt. Ltd.,Mobile,Health Care,17520.0,Bengaluru,AI based Business Travel  Expense management,2018
Em Personal Care,Cosmetics,Early Stage,1300000.0,Worli,Em Personal Care is a Cosmetic products manufacturing Company,2018
Lucideus,Consulting,,5000000.0,New Delhi,Lucideus is a cybersecurity company that offers its customers with consultancy training and solutions to counteract cyberattacks,2018
Eupheus Learning,E-Learning,Early Stage,1300000.0,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K12 market in India,2018
Gamingmonk,Esports,Mid Stage,584000.0,New Delhi,GamingMonk is an eSports gaming company based out of New Delhi India,2018
Sukkhi Jewellery,Fashion,Automotive,7446000.0,Mumbai,Sukkhi Jewellery is a Contemporary fashion jewellery brand,2018
Indwealth,Financial Services,Early Stage,32120000.0,Gurugram,INDwealth is an Artificial Intelligence AI powered wealth management company,2018
Medikabazaar,B2B,Mid Stage,5000000.0,Mumbai,Indias largest medical and surgical supplies marketplace,2018
Nira,Credit,Early Stage,1000000.0,Bengaluru,NIRA promotes financial inclusion by creating simple transparent products that empower individuals to live a life of choice and freedom,2018
Duroflex Pvt. Ltd.,Consumer Goods,Other Stages,22000000.0,Alleppey,Duroflex Pvt Ltd operates as a dominant mattress player,2018
Clensta,Biotechnology,Early Stage,1300000.0,New Delhi,A biotechnology startup was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation,2018
Jetbrain Robotics,Health Care,Early Stage,70000.0,Gurugram,Jetbrain Robotics is Hong Kong  Gurgaon based company building advanced robotic transportation solutions for multi speciality hospitals,2018
Medimetry,Health Care,Early Stage,1300000.0,Haryana,MediMetry is an online platform where patients can consult specialists doctors online  from anywhere at anytime,2018
Healthkart,E-Commerce,Financial Services,10000000.0,Gurugram,The one stop shop for health fitness  beauty,2018
Indiabulls Ventures,Financial Services,Other Stages,224723200.0,Mumbai,Indiabulls Ventures Limited is one of Indias leading capital market companies providing securities and derivative broking services,2018
Vistara,Aerospace,Other Stages,292000000.0,Haryana,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited SIA,2018
Cleartax,Accounting,Mid Stage,58400000.0,New Delhi,ClearTax India helps individuals prepare and efile their Income Tax Return online,2018
Shuttl,Apps,Other Stages,1000000.0,Gurugram,Shuttl provides an appbased office shuttle service to make daily commute safe reliable affordable and dignified for everyone,2018
Guruq,Reading Apps,Early Stage,365000.0,New Delhi,A one of its kind digital integrated platform connecting tutors and students,2018
Azure Power,Energy,Other Stages,185000000.0,New Delhi,Azure Power produces and distributes solar power to commercial government and utility customers in India,2018
Cube,Banking,Mid Stage,2044000.0,Mumbai,Cube is consumer banking focused fintech company,2018
Rahi Care,Health Care,Apps,1300000.0,Chandigarh,RAHI Care is a Health Care company,2018
Mynvax,Biotechnology,Other Stages,1300000.0,Bengaluru,Mynvax is a biotech Company,2018
Loans4Sme,Financial Services,Early Stage,1300000.0,Mumbai,Loans4SME is an alternative lending platform,2018
Upcyclerslab,Apps,Early Stage,1300000.0,Mumbai,UpCyclersLab is a startup that makes sustainabilitybased learning tools for children above the age of five,2018
Cellerite Systems,Electric Vehicle,Early Stage,1300000.0,Hyderabad,Cellerite Systems is a charging solutions provider for electric vehicles,2018
Taru Naturals,Agriculture,Early Stage,1300000.0,Mumbai,Taru Naturals is a network that connects farmer communities with clean technology and renewable energy,2018
Letsmd,Fitness,Early Stage,1000000.0,New Delhi,LetsMDcom is a marketplace for elective surgeries,2018
Twenty Two Motors,Automotive,Other Stages,65000000.0,Haryana,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation,2018
Truebil,Automotive,Mid Stage,2000000.0,Mumbai,Truebil is a team of young highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible,2018
Farmersfz,Agriculture,Early Stage,1300000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products,2018
Worxogo,Information Technology,Mid Stage,2409000.0,Bengaluru,worxogos is a pioneering persuasive technology products align employee behaviours ,2018
Vivish Technologies (Mygate),Apps,Mid Stage,9490000.0,Bengaluru,Indias leading mobile based security management solution ,2018
Singularity Dynamics,Artificial Intelligence,Early Stage,1300000.0,Bengaluru,Singularity Dynamics is a Chipdesign testing startup,2018
Virtual Metalstreet(Metalstreet),B2B,Other Stages,700000.0,Bengaluru,Virtual MetalStreetMetalstreet is a B2B marketplace for steel trading in India,2018
Veritas Finance,Financial Services,Health Care,30000000.0,Guindy,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus,2018
Manjushree Technopack,Packaging Services,Other Stages,1300000.0,Bengaluru,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia,2018
Gozefo,Computer,Health Care,3066000.0,Bengaluru,Startup working on a white space in the eCommerce industry,2018
Zomato,Food Delivery,Other Stages,210000000.0,Gurugram,Zomato is a search app offering detailed information for restaurants as well as online food delivery,2018
Innov8 Coworking,Collaboration,Early Stage,4000000.0,New Delhi,Innov8 is a Y Combinator backed company that offers coworking and shared office spaces,2018
Revfin,Accounting,Early Stage,1300000.0,New Delhi,RevFin is a digital lending company,2018
Lavelle Networks,Cloud Computing,,292000.0,Bengaluru,Lavelle Networks provides Software Defined WAN SDWAN Solutions to build end to end Enterprise Networking Platforms for tomorrow,2018
Blackbuck,Information Services,Late Stage,29632160.0,Bengaluru,Blackbuck is a logistics startup based in India,2018
Cardekho,Automotive,Mid Stage,75000000.0,Gurugram,Cardekho is a car search venture that helps users buy cars that are right for them,2018
Elasticrun,Delivery,Mid Stage,8760000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India,2018
Droom Technology Private Limited,Automotive,Late Stage,30000000.0,Gurugram,Droom is a marketplace for automobiles and automobile services,2018
Vogo Rentals,Last Mile Transportation,Other Stages,1168000.0,Kormangala,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips,2018
Innerchef,Cooking,Financial Services,1760000.0,Gurugram,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive,2018
Livquik,Fintech,Other Stages,2700000.0,Mumbai,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,2018
Disprz,E-Learning,Other Stages,400000.0,Chennai,Disprz is a oneofitskind knowledgetech startup that strives to make people knowledgeable productive and smarter at what they do,2018
9Stacks,Online Games,Mid Stage,4088000.0,New Delhi,Online gaming startup,2018
